CallSign,StationLat,StationLon,Service,RFChannel,LicenseExpirationDate,StatusDate,Status,CommunityCity,CommunityState,FacilityType,Frequency,ActiveInd,PartyName,PartyAddress1,PartyAddress2,PartyCity,PartyZip1,PartyState,PartyPhone
WFRX,37.884444,-88.928889,AM Station,,12/01/2028,,LICENSED,WEST FRANKFORT,IL,,1300,Y,"WITHERS BROADCASTING OF SOUTHERN ILLINOIS, LLC",POST OFFICE BOX 1508,,MOUNT VERNON,62864,IL,(618)242-3500
WILO,,,AM Station,,08/01/2028,,LICENSED,FRANKFORT,IN,,1570,Y,"KASPAR BROADCASTING CO., INC.",P.O. BOX 545,,FRANKFORT,46041,IN,
WKYW,38.203333,-84.913611,AM Station,,08/01/2028,06/12/2001,LICENSED,FRANKFORT,KY,,1490,Y,"SOUTHERN BELLE, LLC",115 WEST MAIN ST.,,FRANKFORT,40601,KY,5028751130
WMJH,43.118056,-85.579444,AM Station,,10/01/2028,,LICENSED,ROCKFORD,MI,,810,Y,"CANO'S BROADCASTING, LLC","2422 BURTON, SE",,GRAND RAPIDS,49546,MI,6164510551
WNTA,42.225556,-89.046944,AM Station,,12/01/2028,,LICENSED,ROCKFORD,IL,,1330,Y,"LONG NINE, INC.",P.O. BOX 460,,SPRINGFIELD,62705,IL,2176297077
WROK,42.279167,-89.0375,AM Station,,12/01/2028,,LICENSED,ROCKFORD,IL,,1440,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900
KLVI,30.045278,-93.870833,AM Station,,08/01/2029,,LICENSED,BEAUMONT,TX,,560,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KFGO,46.718056,-96.801389,AM Station,,04/01/2029,,LICENSED,FARGO,ND,,790,Y,"MIDWEST COMMUNICATIONS, INC.",904 GRAND AVE.,,WAUSAU,54403,WI,(000)000-0000
KFAL,38.866111,-91.954167,AM Station,,02/01/2029,,LICENSED,FULTON,MO,,900,Y,"ZIMMER RADIO OF MID-MISSOURI, INC",P.O. BOX 782,,CAPE GIRARDEAU,63702,MO,5733354856
WAVQ,34.748889,-77.414167,AM Station,,12/01/2027,01/02/2010,LICENSED,JACKSONVILLE,NC,,1400,Y,"EASTERN AIRWAVES, LLC",3021 HIGHWOODS BLVD.,SUITE 200,RALEIGH,27604,NC,9197909392
WTSD,,,AM Station,,10/01/2027,04/11/2011,LICENSED,LEESBURG,VA,,1190,Y,"POTOMAC RADIO GROUP, INC.",2890 EMMA LEE STREET,SUITE 201,FALLS CHURCH,22042,VA,7035320400
WQBA,25.7675,-80.486111,AM Station,,02/01/2028,,LICENSED,MIAMI,FL,,1140,Y,"Latino Media Network, LLC",1300 N. 17th Street,Suite 1100,Arlington,22209,VA,7038120480
KGGF,37.146389,-95.478333,AM Station,,06/01/2029,05/23/2001,LICENSED,COFFEYVILLE,KS,,690,Y,"SEK MEDIA, LLC",,,BARTLESVILLE,75005,OK,9183361001
WMNT,,,AM Station,,02/01/2028,,LICENSED,MANATI,PR,,1500,Y,MANATI RADIO AND MEDIA,P.O. BOX 6,,MANATI,674,PR,7878542223
WONE,39.6675,-84.166944,AM Station,,10/01/2028,,LICENSED,DAYTON,OH,,980,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WAGG,33.494167,-86.8725,AM Station,,04/01/2028,,LICENSED,BIRMINGHAM,AL,,610,Y,"SM-WAGG, LLC",2700 CORPORATE DRIVE,SUITE 115,BIRMINGHAM,35242,AL,2053222987
KHUB,41.432778,-96.454444,AM Station,,06/01/2029,,LICENSED,FREMONT,NE,,1340,Y,"WALNUT RADIO, LLC",111 S 108th St,,OMAHA,68154,NE,4029912201
WESX,42.452778,-70.980556,AM Station,,04/01/2030,,LICENSED,NAHANT,MA,,1230,Y,"Real Media Group, LLC",100  George P.  Hassett  Drive,,Medford,2155,MA,6178844500
KHAS,40.577778,-98.404722,AM Station,,06/01/2029,,LICENSED,HASTINGS,NE,,1230,Y,"Flood Communications Tri-Cities, L.L.C.",214 N 7th Street,Suite 1,Norfolk,68701,NE,4023710100
KAMA,31.775,-106.28,AM Station,,08/01/2029,10/09/2001,LICENSED,EL PASO,TX,,750,Y,"97.5 LICENSEE TX, LLC",2100 TRAWOOD DRIVE,,EL PASO,79935,TX,9155422969
KFAX,37.632222,-122.130278,AM Station,,12/01/2029,,LICENSED,SAN FRANCISCO,CA,,1100,Y,"NEW INSPIRATION BROADCASTING COMPANY, INC.",4880 SANTA ROSA ROAD,,CAMARILLO,93012,CA,8059870400
KBGG,41.591667,-93.528611,AM Station,,02/01/2029,01/22/2001,LICENSED,DES MOINES,IA,,1700,Y,"RADIO LICENSE HOLDING CBC, LLC",780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KFYI,33.388056,-112.006111,AM Station,,10/01/2029,,LICENSED,PHOENIX,AZ,,550,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WGXI,43.7425,-87.939167,AM Station,,12/01/2028,,LICENSED,PLYMOUTH,WI,,1420,Y,"GALAXIE BROADCASTING, LLC",N5569 STATE ROAD 57,,PLYMOUTH,53073,WI,9208929191
KCHK,44.5775,-93.504444,AM Station,,04/01/2029,,LICENSED,NEW PRAGUE,MN,,1350,Y,"INGSTAD BROTHERS BROADCASTING, LLC",PO BOX 16683,5100 W 36TH STREET,MINNEAPOLIS,55416,MN,(952)913-4017
WDBC,45.763056,-87.094722,AM Station,,10/01/2028,,LICENSED,ESCANABA,MI,,680,Y,"AURORA MEDIA, LLC","1401 26th St, Suite 104",,Escanaba,49829,MI,9067863800
WKTX,41.415556,-80.730278,AM Station,,10/01/2028,,LICENSED,CORTLAND,OH,,830,Y,KINGSTRUST LLC,Post Office Box 221343,,Beachwood,44122,OH,2167736600
KDQN,34.0325,-94.328611,AM Station,,06/01/2028,,LICENSED,DE QUEEN,AR,,1390,Y,"BUNYARD BROADCASTING, INC.",921 WEST COLLIN RAYE DRIVE,,DE QUEEN,71832,AR,8706423637
WRAD,37.142778,-80.577222,AM Station,,10/01/2027,12/12/1999,LICENSED,RADFORD,VA,,1460,Y,MONTICELLO MEDIA LLC,149 ROSCOE BLVD. SOUTH,,PONTE VEDRA BEACH,32082,FL,9042853239
KDBV,36.732778,-121.592222,AM Station,,12/01/2029,01/10/2000,LICENSED AND SILENT,SALINAS,CA,,980,Y,"CENTRO CRISTIANO VIDA ABUNDANTE, INC.",121 W. Alvin Ave,,SANTA MARIA,93458,CA,8059281030
KCNW,39.071944,-94.682778,AM Station,,06/01/2029,,LICENSED,FAIRWAY,KS,,1380,Y,"KANSAS CITY RADIO, INC.",P.O. BOX 444,,SPARTANBURG,29304,SC,(336)830-0480
WGHT,40.980833,-74.285,AM Station,,06/01/2030,12/06/2018,LICENSED,POMPTON LAKES,NJ,,1500,Y,Borough of Pompton Lakes,25 Lenox Avenue,,Pompton Lakes,7442,NJ,9738350143
KJRG,38.044167,-97.3725,AM Station,,06/01/2029,,LICENSED,NEWTON,KS,,950,Y,"COMMUNITY BROADCASTING, INC.",10550 BARKLEY,,OVERLAND PARK,66212,KS,9136427770
KIXL,30.320278,-97.623611,AM Station,,08/01/2029,,LICENSED,DEL VALLE,TX,,970,Y,"RELEVANT RADIO, INC.",1496 BELLEVUE STREET,SUITE 202,GREEN BAY,54307,WI,9208841460
WNTA,42.225556,-89.046944,AM Station,,12/01/2028,,LICENSED,ROCKFORD,IL,,1330,Y,"LONG NINE, INC.",P.O. BOX 460,,SPRINGFIELD,62705,IL,2176297077
KYYS,39.185,-94.457778,AM Station,,06/01/2029,08/19/1999,LICENSED,KANSAS CITY,KS,,1250,Y,"Audacy License, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610
WHCO,38.123611,-89.722222,AM Station,,12/01/2028,,LICENSED,SPARTA,IL,,1230,Y,"Southern Illinois Radio Group, Inc.",9112 East Springview Road,,Baldwin,62217,IL,6187852488
WLOL,44.783889,-93.343889,AM Station,,04/01/2029,,LICENSED,MINNEAPOLIS,MN,,1330,Y,"RELEVANT RADIO, INC.",1496 Bellevue Street,Suite 202,Green Bay,54311,WI,9208844160
WLVJ,26.473889,-80.203056,AM Station,,02/01/2028,11/06/2017,LICENSED,BOYNTON BEACH,FL,,1020,Y,"ACTUALIDAD LICENSEE 1020AM, LLC",2525 PONCE DE LEON BLVD,SUITE 250,CORAL GABLES,33134,FL,(305)260-7577
KLIN,40.848333,-96.674722,AM Station,,06/01/2029,,LICENSED,LINCOLN,NE,,1400,Y,"NRG LICENSE SUB, LLC",2875 MT. VERNON RD. SE,,CEDAR RAPIDS,52403,IA,3192001900
KFRA,29.837222,-91.539444,AM Station,,06/01/2028,08/30/2004,LICENSED,FRANKLIN,LA,,1390,Y,"CASTAY MEDIA, INC.",1509 CHESTNUT DRIVE,,MORGAN CITY,70380,LA,(985)312-2754
KRPU,38.462778,-121.130278,AM Station,,12/01/2029,01/18/2001,LICENSED,ROCKLIN,CA,,1210,Y,"DABAJ, LLC",4805 Moreau Court,,El Dorado Hills,95762,CA,9162218438
WAKM,35.906111,-86.905833,AM Station,,08/01/2028,05/17/2001,LICENSED,FRANKLIN,TN,,950,Y,HERITAGE BROADCAST ASSOCIATES,806 EDWARDS DRIVE,,FRANKLIN,37064,TN,6152900202
WFKN,36.738889,-86.578333,AM Station,,08/01/2028,,LICENSED,FRANKLIN,KY,,1220,Y,"Red Sky, LLC","1823 McIntosh, Suite 107",,Bowling Green,42104,KY,2708460222
WFRA,41.391667,-79.811389,AM Station,,08/01/2030,,LICENSED,FRANKLIN,PA,,1450,Y,"Southern Belle Media Family, LLC",115 West Main St,,Frankfort,40601,KY,5028751130
WFSC,35.211111,-83.368611,AM Station,,12/01/2027,,LICENSED,FRANKLIN,NC,,1050,Y,SUTTON RADIOCASTING CORPORATION,POST OFFICE DRAWER E,,TOCCOA,30577,GA,7062977266
WFTN,43.454444,-71.6425,AM Station,,04/01/2030,,LICENSED,FRANKLIN,NH,,1240,Y,NORTHEAST COMMUNICATIONS CORPORATION,"PO BOX 99, BABBIT RD",,FRANKLIN,3235,NH,
WHEW,35.906111,-86.905833,AM Station,,08/01/2028,09/18/2013,LICENSED,FRANKLIN,TN,,1380,Y,"SG COMMUNICATIONS, INC.",C/O SALVADOR GUZMAN,1811 CARTERS CREEK PIKE,FRANKLIN,37064,TN,6155990600
WJZU,36.6825,-76.928611,AM Station,,10/01/2027,12/12/1999,LICENSED,FRANKLIN,VA,,1250,Y,FRANKLIN BROADCASTING CORPORATION,320 NORTH FRANKLIN STREET,,FRANKLIN,23851,VA,(757)562-3135
WOMN,30.543611,-90.003889,AM Station,,01/30/2024,09/11/2021,LICENSED,FRANKLINTON,LA,,1110,Y,"PITTMAN BROADCASTING SERVICES, LLC.",307 S. JEFFERSON AVE.,,COVINGTON,70433,LA,9858923661
WPFJ,35.179444,-83.352778,AM Station,,12/01/2027,,LICENSED,FRANKLIN,NC,,1480,Y,"RADIO TRAINING NETWORK, INC",P.O. BOX 7217,,LAKELAND,33807,FL,8636443464
WUNR,42.288889,-71.189167,AM Station,,04/01/2030,,LICENSED,BROOKLINE,MA,,1600,Y,"CHAMPION BROADCASTING SYSTEMS, INC.",60 TEMPLE PLACE,SECOND FLOOR,BOSTON,2111,MA,(617)367-9003
KLBM,45.329167,-118.066667,AM Station,,02/01/2030,,LICENSED,LA GRANDE,OR,,1450,Y,PACIFIC EMPIRE RADIO CORPORATION,403  CAPITAL STREET,,LEWISTON,83501,ID,2087999012
KYOZ,47.615833,-117.365,AM Station,,02/02/2030,12/12/2013,LICENSED,SPOKANE,WA,,1330,Y,247 Media Ministries,25375 SW Parkway Ave.,Ste. 200,Wilsonville,97070,OR,5038195810
WISS,43.948611,-88.985833,AM Station,,12/01/2028,,LICENSED,BERLIN,WI,,1100,Y,"Civic Media, Inc.",3535 University Ave.,,Madison,53705,WI,6082924560
KLAA,33.928611,-117.615833,AM Station,,12/01/2029,05/09/2002,LICENSED,ORANGE,CA,,830,Y,"LAA 1, LLC",Angel Stadium,2000 Gene Autry Way,ANAHEIM,92806,CA,7149402000
WLEO,17.981111,-66.613611,AM Station,,02/01/2028,,LICENSED,PONCE,PR,,1170,Y,"IGLESIA EPISCOPAL PUERTORRIQUEA, INC.",P.O. BOX 902,,SAINT JUST,978,PR,7877619800
KRCO,44.341111,-120.906667,AM Station,,02/01/2030,10/17/2000,LICENSED,PRINEVILLE,OR,,690,Y,HORIZON BROADCASTING GROUP LLC,P.O. 5985,,BEND,97708,OR,5413833825
WNST,39.417778,-76.556389,AM Station,,10/01/2027,,LICENSED,TOWSON,MD,,1570,Y,"NASTY 1570 SPORTS, LLC",1550 HART ROAD,,TOWSON,21204,MD,(410)566-9200
WXAG,33.987222,-83.338056,AM Station,,04/01/2028,11/01/2001,LICENSED,ATHENS,GA,,1470,Y,"MECCA COMMUNICATIONS, INC.",1797 TILLINGWAY,,STONE MOUNTAIN,30087,GA,(404)444-8743
KWAC,35.348056,-119.009167,AM Station,,12/01/2029,,LICENSED,BAKERSFIELD,CA,,1490,Y,LOTUS BAKERSFIELD CORP.,3301 BARHAM BOULEVARD,SUITE 200,LOS ANGELES,90068,CA,(323)512-2225
WDBO,28.619722,-81.409722,AM Station,,02/01/2028,,LICENSED,ORLANDO,FL,,580,Y,"Cox Radio, LLC",1601 W Peachtree Street NE,,Atlanta,30309,GA,4048977000
KRMG,36.080556,-96.285833,AM Station,,06/01/2029,,LICENSED,TULSA,OK,,740,Y,"COX RADIO, LLC",1601 W Peachtree Street NE,,ATLANTA,30309,GA,4048977000
KNBR,37.547222,-122.233333,AM Station,,12/01/2029,07/19/2000,LICENSED,SAN FRANCISCO,CA,,680,Y,RADIO LICENSE HOLDING SRC LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KULE,47.316944,-119.562778,AM Station,,02/01/2030,,LICENSED,EPHRATA,WA,,730,Y,CENTRO FAMILIAR CRISTIANO,"10612 - 15TH AVENUE, SW",,SEATTLE,98146,WA,2067631680
WFTD,34.023333,-84.668056,AM Station,,04/01/2028,,LICENSED,MARIETTA,GA,,1080,Y,"PRIETO ENTERPRISES, INC.",P.O. BOX  48122,,DORAVILLE,30362,GA,6788983332
KCQL,36.821389,-107.999444,AM Station,,10/01/2029,,LICENSED,AZTEC,NM,,1340,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KNCK,39.566111,-97.684444,AM Station,,06/01/2029,,LICENSED,CONCORDIA,KS,,1390,Y,"WHITE COMMUNICATIONS, LLC",3011 WEST 84TH PLACE,,LEAWOOD,66206,KS,9136428255
WBTX,38.623333,-78.814444,AM Station,,10/01/2027,,LICENSED,BROADWAY-TIMBERVILLE,VA,,1470,Y,"WBTX RADIO, LLC",P.O. BOX  337,,BROADWAY,22815,VA,5404347669
KABN,60.567222,-151.1325,AM Station,,02/01/2030,12/03/2020,LICENSED,KENAI,AK,,960,Y,"ALASKA BROADCAST TELEVISION, INC.",PO BOX 210830,,ANCHORAGE,99521,AK,9073336535
KPLT,33.635278,-95.553889,AM Station,,08/01/2029,,LICENSED,PARIS,TX,,1490,Y,"East Texas Broadcasting, Inc.",,,Mt. Pleasant,75456,TX,(903)572-8726
KNLV,41.571389,-98.9225,AM Station,,06/01/2029,,LICENSED,ORD,NE,,1060,Y,"MWB BROADCASTING II, LLC",1622 CLEARVIEW BOULEVARD,,YORK,68467,NE,4023624433
KEDA,29.358333,-98.351389,AM Station,,08/01/2029,,LICENSED,SAN ANTONIO,TX,,1540,Y,"CLARO COMMUNICATIONS, LTD.",11737 NELON DRIVE,,CORPUS CHRISTI,78410,TX,3617744354
WYNN,34.218056,-79.808333,AM Station,,12/01/2027,,LICENSED,FLORENCE,SC,,540,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KWYN,35.256111,-90.796667,AM Station,,06/01/2028,,LICENSED,WYNNE,AR,,1400,Y,"EAST ARKANSAS BROADCASTERS, INC.","P.O. BOX 789,",HIGHWAY 64 WEST,WYNNE,72396,AR,
KKNE,21.445278,-158.063611,AM Station,,02/01/2030,,LICENSED,WAIPAHU,HI,,940,Y,"SM-KKNE, LLC",2700 CORPORATE DRIVE,SUITE 115,BIRMINGHAM,35242,AL,2053222987
KNOM,64.487778,-165.299444,AM Station,,02/01/2030,11/03/2021,LICENSED,NOME,AK,,780,Y,"KNOM RADIO MISSION, INC.",P.O. BOX 988,,NOME,99762,AK,9074437145
WNMT,47.375278,-93.015556,AM Station,,04/01/2029,,LICENSED,NASHWAUK,MN,,650,Y,"MIDWEST COMMUNICATIONS, INC.",904 GRAND AVE.,,WAUSAU,54403,WI,0
WFAS,41.025556,-73.8275,AM Station,,06/01/2030,,LICENSED,WHITE PLAINS,NY,,1230,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KYYW,32.492222,-99.751944,AM Station,,08/01/2029,,LICENSED,ABILENE,TX,,1470,Y,"Townsquare License, LLC",1 Manhattanville Road,Suite 202,Purchase,10577,NY,2038610900
WSMZ,,,AM Station,,10/01/2028,01/07/2022,LICENSED,MUSKEGON,MI,,850,Y,Smile FM,172 N Cedar St,,IMLAY CITY,48444,MI,8108952040
KRAE,41.121389,-104.839444,AM Station,,10/01/2029,,LICENSED,CHEYENNE,WY,,1480,Y,"PROSHOP RADIO BROADCASTING, LLC",911 COLONIAL DRIVE,,CHEYENNE,82001,WY,3076370301
KORN,43.703889,-97.999167,AM Station,,04/01/2029,,LICENSED,MITCHELL,SD,,1490,Y,"Nedved Media, LLC",400 N. Rowley St.,P.O. Box 921,Mitchell,57301,SD,6059961490
KHKA,21.335,-157.893611,AM Station,,02/01/2030,,LICENSED,HONOLULU,HI,,1500,Y,"BLOW UP, LLC",1000 Bishop Street,Suite 202,Honolulu,96813,HI,8085363624
WAUN,,,AM Station,,12/01/2028,,LICENSED,PORTAGE,WI,,1350,Y,"MAGNUM COMMUNICATIONS, INC.",P.O. BOX 118,,WEST BEND,53095,WI,6087422544
KNSP,46.359444,-94.781944,AM Station,,04/01/2029,,LICENSED,STAPLES,MN,,1430,Y,"HBI RADIO BRAINERD/WADENA, LLC","3415 UNIVERSITY AVENUE, WEST",,ST. PAUL,55114,MN,6516424334
KSLO,30.525,-92.106111,AM Station,,06/01/2028,,LICENSED,OPELOUSAS,LA,,1230,Y,DELTA MEDIA CORPORATION,3501 N.W. EVANGELINE THRUWAY,,CARENCRO,70520,LA,(337)896-1600
KREI,37.792222,-90.41,AM Station,,02/01/2029,04/07/2000,LICENSED,FARMINGTON,MO,,800,Y,Alpha Media Licensee LLC,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,5035176200
KPDQ,45.4775,-122.750278,AM Station,,02/01/2030,10/12/2000,LICENSED,PORTLAND,OR,,800,Y,"SALEM MEDIA OF OREGON, INC.",4880 SANTA ROSA ROAD,,Camarillo,93012,CA,8059870400
WABJ,41.900556,-84.014167,AM Station,,10/01/2028,08/02/2021,LICENSED,ADRIAN,MI,,1490,Y,"SOUTHEAST MICHIGAN MEDIA, INC.",242 WEST MAUMEE STREET,,ADRIAN,49221,MI,5172631039
KSIM,36.87,-89.608889,AM Station,,02/01/2029,,LICENSED,SIKESTON,MO,,1400,Y,MRR LICENSE LLC,900 LASKIN ROAD,,VIRGINIA BEACH,23451,VA,7574379800
KRPL,46.746389,-117.018333,AM Station,,10/01/2029,,LICENSED,MOSCOW,ID,,1400,Y,"KRPL, Inc.",,,Moscow,83843,ID,2087912605
KRLN,38.459722,-105.223889,AM Station,,04/01/2029,,LICENSED,CANON CITY,CO,,1400,Y,"ROYAL GORGE BROADCASTING, LLC",1615 CENTRAL AVENUE,,CANON CITY,81212,CO,(212)688-7908
KSTP,45.025556,-93.043889,AM Station,,04/01/2029,,LICENSED,ST. PAUL,MN,,1500,Y,"KSTP-AM, LLC","3415 University Avenue, West",,St. Paul,55114,MN,6516424334
KSID,41.131111,-102.971944,AM Station,,06/01/2029,,LICENSED,SIDNEY,NE,,1340,Y,"FLOOD COMMUNICATIONS WEST, LLC",214 NORTH 7TH STREET,SUITE 1,NORFOLK,68701,NE,4028170665
WMQU,44.651389,-84.738333,AM Station,,10/01/2028,,LICENSED,GRAYLING,MI,,1230,Y,"Blarney Stone Broadcasting, Inc.",6514 Old Lake Road,,Grayling,49738,MI,9893486171
KNAB,39.294722,-102.260278,AM Station,,04/01/2029,,LICENSED,BURLINGTON,CO,,1140,Y,"KNAB, INC.",17534 COUNTY ROAD 49,,BURLINGTON,80807,CO,
WCNC,36.310556,-76.232222,AM Station,,12/01/2027,09/25/2020,LICENSED,ELIZABETH CITY,NC,,1240,Y,EAST CAROLINA RADIO OF ELIZABETH CIT,P.O. BOX 950,,EDENTON,27932,NC,
WCRE,34.68,-79.899444,AM Station,,12/01/2027,,LICENSED,CHERAW,SC,,1420,Y,"PEE DEE BROADCASTING, LLC",541 U.S. HIGHWAY NUMBER 1 SOUTH,P. O. BOX 160,CHERAW,29520,SC,8435377887
WNWW,41.796667,-72.797222,AM Station,,04/01/2030,,LICENSED,WEST HARTFORD,CT,,1290,Y,UNIVERSITY OF NORTHWESTERN-ST.PAUL,3003 SNELLING AVENUE NORTH,,SAINT PAUL,55113,MN,6516315000
KTUC,32.276944,-110.980556,AM Station,,10/01/2029,,LICENSED,TUCSON,AZ,,1400,Y,"RADIO LICENSE HOLDING CBC, LLC","3280 PEACHTREE ROAD, NW",SUITE 2200,ATLANTA,30305,GA,(404)949-0700
WKAQ,,,AM Station,,02/01/2028,,LICENSED,SAN JUAN,PR,,580,Y,"WLII/WSUR LICENSE PARTNERSHIP, G.P.","101 Constitution Avenue, NW, Suite 800W",,Washington,20001,DC,3103483600
WCSL,35.374167,-81.404444,AM Station,,12/01/2027,,LICENSED,CHERRYVILLE,NC,,1590,Y,"KTC BROADCASTING, INC.",1416 SHELBY HWY 150,,CHERRYVILLE,28021,NC,(704)435-3297
KSFO,37.745556,-122.377778,AM Station,,12/01/2029,,LICENSED,SAN FRANCISCO,CA,,560,Y,RADIO LICENSE HOLDINGS LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KRZE,36.73,-108.229722,AM Station,,10/01/2029,09/04/2012,LICENSED,FARMINGTON,NM,,1280,Y,"BASIN BROADCASTING COMPANY, INC.",1515 W. MAIN STREET,,FARMINGTON,87401,NM,5053251996
KBME,29.915,-95.461667,AM Station,,08/01/2029,,LICENSED,HOUSTON,TX,,790,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KTMP,40.501389,-111.448611,AM Station,,10/01/2029,04/26/2006,LICENSED,HEBER CITY,UT,,1340,Y,SANPETE COUNTY BROADCASTING CO.,P.O. BOX 40,,MANTI,84642,UT,4358357301
KTHS,36.361667,-93.561111,AM Station,,06/01/2028,,LICENSED,GREEN FOREST,AR,,1480,Y,"CARROLL COUNTY BROADCASTING, INC.",111 WESTWOOD DRIVE,,DEQUEEN,71832,AR,(870)642-3637
WWCH,41.199167,-79.356944,AM Station,,08/01/2030,07/13/2000,LICENSED,CLARION,PA,,1300,Y,CLARION COUNTY BROADCASTING CORP.,1168 GREENVILLE PIKE,,CLARION,16214,PA,8142264500
KVEN,34.260833,-119.241111,AM Station,,12/01/2021,,LICENSED,VENTURA,CA,,1450,N,CUMULUS LICENSING LLC,"3280 PEACHTREE ROAD, NW",SUITE 2200,ATLANTA,30305,GA,(404)949-0700
KVEN,34.260833,-119.241111,AM Station,,12/01/2021,,LICENSED,VENTURA,CA,,1450,N,CUMULUS LICENSING LLC,"3280 PEACHTREE ROAD, NW",SUITE 2200,ATLANTA,30305,GA,(404)949-0700
KUJ,46.067222,-118.401389,AM Station,,02/01/2030,,LICENSED,WALLA WALLA,WA,,1420,Y,"ALEXANDRA COMMUNICATIONS, INC.",1600 GRAY LYNN DR,,WALLA WALLA,99362,WA,5095271000
WJTI,43.008889,-88.035,AM Station,,12/01/2028,08/04/2007,LICENSED,WEST ALLIS,WI,,1460,Y,"EL SOL BROADCASTING, LLC",1530 NORTH CASS STREET,SUITE A,MILWAUKEE,53202,WI,4148999902
WWLE,41.44,-74.073611,AM Station,,06/01/2030,,LICENSED,CORNWALL,NY,,1170,Y,WWLE RADIO LLC,PO BOX 2130,,NEWBURGH,12550,NY,8455697010
KBMR,46.810278,-100.736111,AM Station,,04/01/2029,,LICENSED,BISMARCK,ND,,1130,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KRPI,48.843056,-122.601389,AM Station,,02/01/2030,,LICENSED,FERNDALE,WA,,1550,Y,"BBC Broadcasting, Inc.",,,Ferndale,98248,WA,3603845117
WGBW,44.313889,-87.787778,AM Station,,12/01/2028,,LICENSED,DENMARK,WI,,1590,Y,"Civic Media, Inc.",3535 University Ave.,,Madison,53705,WI,6082924560
KFNN,33.692778,-112.0025,AM Station,,10/01/2029,,LICENSED,MESA,AZ,,1510,Y,CRC Broadcasting Company,8145 E. Evans Road,Suite 8,Scottsdale,85260,AZ,6022411510
KXOR,44.21,-123.182222,AM Station,,02/01/2030,05/26/2011,LICENSED,JUNCTION CITY,OR,,660,Y,"IGLESIA DE CRISTO MINISTERIO LLAMADA FINAL, INC.",12145 WOODRUFF AVE.,,DOWNEY,90241,CA,5622314660
KURY,42.043056,-124.243611,AM Station,,02/01/2030,,LICENSED,BROOKINGS,OR,,910,Y,"BICOASTAL MEDIA LICENSES II, LLC",1 BLACKFIELD DRIVE #333,,TIBURON,94920,CA,4157895035
KWMT,42.495833,-94.209167,AM Station,,02/01/2029,,LICENSED,FORT DODGE,IA,,540,Y,Alpha 3E Licensee LLC Debtor-in-Possession,1211 SW 5th Avenue,Suite 750,Portland,97204,OR,5035176200
KWIQ,47.163333,-119.360833,AM Station,,02/01/2022,,LICENSED,MOSES LAKE NORTH,WA,,1020,Y,Alpha Media Licensee LLC,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,(503)517-6200
KWIX,39.403056,-92.4325,AM Station,,02/01/2029,,LICENSED,MOBERLY,MO,,1230,Y,ALPHA MEDIA LICENSEE LLC,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,5035176200
WDAS,39.998056,-75.211944,AM Station,,08/01/2030,,LICENSED,PHILADELPHIA,PA,,1480,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
KWIK,42.924167,-112.458611,AM Station,,10/01/2029,,LICENSED,POCATELLO,ID,,1240,Y,"RJ BROADCASTING LS, LLC",1401 E. STILLWOOD DRIVE,,SALT LAKE CITY,84117,UT,8016332788
WCKL,,,AM Station,,06/01/2022,06/08/2016,LICENSED AND SILENT,CATSKILL,NY,,560,N,"FAMILY BROADCASTING AND MEDIA, LLC",P.O. BOX 84,,WORTHINGTON,1098,MA,5182652937
WBCR,35.767778,-84.015833,AM Station,,08/01/2028,10/15/1999,LICENSED,ALCOA,TN,,1470,Y,BLOUNT COUNTY BROADCASTING CORP.,130 po box,,alcoa,37701,TN,8659841470
WDSR,30.155556,-82.637222,AM Station,,02/01/2028,,LICENSED,LAKE CITY,FL,,1340,Y,"NEWMAN MEDIA, INC.",2485 S MARION AVENUE,,LAKE CITY,32025,FL,3869619494
